ImageNumber,ObjectNumber,Metadata_Channel,Metadata_Col,Metadata_FileLocation,Metadata_FileName,Metadata_Frame,Metadata_Plate,Metadata_Row,Metadata_Series,Metadata_Well,Children_Cells_Count,Children_FilteredNuclei_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
370,5,nan,022,nan,nan,0,u26a,012,0,A2,1,1,193.48461162677089,173.69369809477283,0,5
370,6,nan,022,nan,nan,0,u26a,012,0,A2,1,1,295.7115021998743,195.5889377749843,0,6
370,7,nan,022,nan,nan,0,u26a,012,0,A2,0,0,976.9187592319055,233.0901033973412,0,7
370,8,nan,022,nan,nan,0,u26a,012,0,A2,0,0,687.4915812591508,371.9769399707174,0,8
370,9,nan,022,nan,nan,0,u26a,012,0,A2,1,1,887.0455709165386,450.6016385048643,0,9
370,10,nan,022,nan,nan,0,u26a,012,0,A2,0,0,933.2390752748802,751.1513955455314,0,10
370,11,nan,022,nan,nan,0,u26a,012,0,A2,1,1,186.97800687285223,845.9237113402062,0,11
371,1,nan,023,nan,nan,0,u26a,012,0,A2,1,1,191.95591182364728,71.86105544422178,0,1
371,2,nan,023,nan,nan,0,u26a,012,0,A2,1,1,303.35799023028613,314.16678297278435,0,2
371,3,nan,023,nan,nan,0,u26a,012,0,A2,0,0,951.2802631578948,360.6614035087719,0,3
371,4,nan,023,nan,nan,0,u26a,012,0,A2,1,1,847.2180028129395,443.9901547116737,0,4
371,5,nan,023,nan,nan,0,u26a,012,0,A2,1,1,717.6059040590405,492.4059040590406,0,5
371,6,nan,023,nan,nan,0,u26a,012,0,A2,1,1,826.6351071181755,502.59571527297857,0,6
371,7,nan,023,nan,nan,0,u26a,012,0,A2,1,1,954.5582137161084,513.1866028708134,0,7
371,8,nan,023,nan,nan,0,u26a,012,0,A2,1,1,928.6833333333333,560.7791666666667,0,8
371,9,nan,023,nan,nan,0,u26a,012,0,A2,1,1,614.4941360437842,665.0602032838154,0,9
371,10,nan,023,nan,nan,0,u26a,012,0,A2,1,1,521.38995215311,782.116028708134,0,10
371,11,nan,023,nan,nan,0,u26a,012,0,A2,1,1,726.680726420621,803.6678383128295,0,11
371,12,nan,023,nan,nan,0,u26a,012,0,A2,1,1,445.1784,800.3528,0,12
371,13,nan,023,nan,nan,0,u26a,012,0,A2,1,1,872.5445292620865,807.4359626802375,0,13
371,14,nan,023,nan,nan,0,u26a,012,0,A2,1,1,390.56693548387096,823.1459677419355,0,14
371,15,nan,023,nan,nan,0,u26a,012,0,A2,0,0,927.9593698175788,846.3399668325042,0,15
371,16,nan,023,nan,nan,0,u26a,012,0,A2,1,1,375.069457659372,884.0019029495718,0,16
371,17,nan,023,nan,nan,0,u26a,012,0,A2,0,0,711.6021314387211,946.7122557726466,0,17
372,1,nan,024,nan,nan,0,u26a,012,0,A2,0,0,733.0171293561725,28.569403425871233,0,1
372,2,nan,024,nan,nan,0,u26a,012,0,A2,0,0,451.5581395348837,25.18203688853248,0,2
372,3,nan,024,nan,nan,0,u26a,012,0,A2,0,0,879.0240963855422,32.19449225473322,0,3
372,4,nan,024,nan,nan,0,u26a,012,0,A2,0,0,397.0016168148747,47.96443007275667,0,4
372,5,nan,024,nan,nan,0,u26a,012,0,A2,0,0,934.3171334431631,71.03953871499176,0,5
372,6,nan,024,nan,nan,0,u26a,012,0,A2,1,1,381.50187617260787,108.78705440900563,0,6
372,7,nan,024,nan,nan,0,u26a,012,0,A2,1,1,717.9440069991251,171.47069116360456,0,7
372,8,nan,024,nan,nan,0,u26a,012,0,A2,1,1,303.8229706390328,259.1649395509499,0,8
372,9,nan,024,nan,nan,0,u26a,012,0,A2,1,1,191.35229357798164,286.3186544342508,0,9
372,10,nan,024,nan,nan,0,u26a,012,0,A2,1,1,848.9160887656034,397.47642163661584,0,10
372,11,nan,024,nan,nan,0,u26a,012,0,A2,1,1,307.8020565552699,467.00976863753215,0,11
372,12,nan,024,nan,nan,0,u26a,012,0,A2,1,1,447.9783664459161,496.8097130242826,0,12
372,13,nan,024,nan,nan,0,u26a,012,0,A2,1,1,284.9531835205992,504.15355805243445,0,13
372,14,nan,024,nan,nan,0,u26a,012,0,A2,1,1,711.4649061848506,512.3252258512856,0,14
372,15,nan,024,nan,nan,0,u26a,012,0,A2,1,1,554.311232449298,534.8283931357254,0,15
372,16,nan,024,nan,nan,0,u26a,012,0,A2,1,1,901.1593886462882,543.1069868995634,0,16
372,17,nan,024,nan,nan,0,u26a,012,0,A2,1,1,785.1754385964912,557.5701754385965,0,17
372,18,nan,024,nan,nan,0,u26a,012,0,A2,0,0,67.24111536358666,625.6047020229634,0,18
372,19,nan,024,nan,nan,0,u26a,012,0,A2,1,1,222.72193548387096,621.9735483870968,0,19
372,20,nan,024,nan,nan,0,u26a,012,0,A2,1,1,286.51041046995834,671.8893515764426,0,20
372,21,nan,024,nan,nan,0,u26a,012,0,A2,1,1,685.9823594266813,680.0369349503859,0,21
372,22,nan,024,nan,nan,0,u26a,012,0,A2,1,1,433.51669449081805,672.2679465776293,0,22
372,23,nan,024,nan,nan,0,u26a,012,0,A2,0,0,48.66130952380952,716.9059523809524,0,23
372,24,nan,024,nan,nan,0,u26a,012,0,A2,1,1,473.6672038678485,730.6035455278002,0,24
372,25,nan,024,nan,nan,0,u26a,012,0,A2,1,1,154.38472622478386,739.6080691642651,0,25
372,26,nan,024,nan,nan,0,u26a,012,0,A2,1,1,430.10370370370373,767.046913580247,0,26
372,27,nan,024,nan,nan,0,u26a,012,0,A2,1,1,527.0815811606392,840.8040370058873,0,27
372,28,nan,024,nan,nan,0,u26a,012,0,A2,0,0,253.18286879673693,898.7409925220938,0,28
372,29,nan,024,nan,nan,0,u26a,012,0,A2,0,0,347.05527638190955,958.148600143575,0,29
373,1,nan,025,nan,nan,0,u26a,012,0,A2,0,0,531.6571187868576,67.72198820556024,0,1
373,2,nan,025,nan,nan,0,u26a,012,0,A2,1,1,257.6391541609823,125.95020463847203,0,2
373,3,nan,025,nan,nan,0,u26a,012,0,A2,1,1,351.8593314763231,184.99233983286908,0,3
373,4,nan,025,nan,nan,0,u26a,012,0,A2,1,1,166.09534206695778,211.77874818049492,0,4
373,5,nan,025,nan,nan,0,u26a,012,0,A2,1,1,644.6706036745406,516.753937007874,0,5
373,6,nan,025,nan,nan,0,u26a,012,0,A2,1,1,173.15865146256817,585.3539910758552,0,6
373,7,nan,025,nan,nan,0,u26a,012,0,A2,1,1,728.255,642.705,0,7
373,8,nan,025,nan,nan,0,u26a,012,0,A2,1,1,477.060960591133,680.5572660098522,0,8
373,9,nan,025,nan,nan,0,u26a,012,0,A2,1,1,755.0763209393347,855.1598173515981,0,9
373,10,nan,025,nan,nan,0,u26a,012,0,A2,0,0,382.90423976608184,951.5211988304094,0,10
374,1,nan,026,nan,nan,0,u26a,012,0,A2,1,1,761.5922865013774,80.03512396694215,0,1
374,2,nan,026,nan,nan,0,u26a,012,0,A2,1,1,389.5278195488722,176.55037593984963,0,2
374,3,nan,026,nan,nan,0,u26a,012,0,A2,1,1,577.0573012939002,224.80499075785582,0,3
374,4,nan,026,nan,nan,0,u26a,012,0,A2,1,1,173.63026315789475,253.54407894736843,0,4
374,5,nan,026,nan,nan,0,u26a,012,0,A2,1,1,688.395958492627,282.75368651010376,0,5
374,6,nan,026,nan,nan,0,u26a,012,0,A2,1,1,619.9887302779865,344.89481592787376,0,6
374,7,nan,026,nan,nan,0,u26a,012,0,A2,1,1,479.14421123899797,370.6140825998646,0,7
374,8,nan,026,nan,nan,0,u26a,012,0,A2,1,1,122.90856192851206,440.8620116375727,0,8
374,9,nan,026,nan,nan,0,u26a,012,0,A2,1,1,240.1778846153846,511.23197115384613,0,9
374,10,nan,026,nan,nan,0,u26a,012,0,A2,1,1,442.3147973609802,515.5829406220547,0,10
374,11,nan,026,nan,nan,0,u26a,012,0,A2,1,1,135.82865583456424,684.9844903988184,0,11
374,12,nan,026,nan,nan,0,u26a,012,0,A2,1,1,440.3516666666667,887.1525,0,12
374,13,nan,026,nan,nan,0,u26a,012,0,A2,0,0,400.7904953145917,945.6914323962517,0,13
375,1,nan,027,nan,nan,0,u26a,012,0,A2,1,1,445.2380573248408,113.6218152866242,0,1
375,2,nan,027,nan,nan,0,u26a,012,0,A2,1,1,405.6562703053931,172.3190383365822,0,2
375,3,nan,027,nan,nan,0,u26a,012,0,A2,1,1,314.40873299928415,218.13385826771653,0,3
375,4,nan,027,nan,nan,0,u26a,012,0,A2,1,1,242.95987460815047,334.0332288401254,0,4
375,5,nan,027,nan,nan,0,u26a,012,0,A2,1,1,909.0720064724919,389.2330097087379,0,5
375,6,nan,027,nan,nan,0,u26a,012,0,A2,0,0,26.150413223140497,425.06556473829204,0,6
375,7,nan,027,nan,nan,0,u26a,012,0,A2,1,1,417.5900974025974,562.1355519480519,0,7
375,8,nan,027,nan,nan,0,u26a,012,0,A2,1,1,480.90916398713824,603.7564308681672,0,8
375,9,nan,027,nan,nan,0,u26a,012,0,A2,0,0,48.47987117552335,691.5322061191627,0,9
375,10,nan,027,nan,nan,0,u26a,012,0,A2,1,1,890.5384615384615,820.0830769230769,0,10
375,11,nan,027,nan,nan,0,u26a,012,0,A2,1,1,784.2823439878234,871.5639269406392,0,11
375,12,nan,027,nan,nan,0,u26a,012,0,A2,1,1,166.87557603686636,918.3997695852535,0,12
375,13,nan,027,nan,nan,0,u26a,012,0,A2,1,1,868.2009478672986,921.6037914691943,0,13
375,14,nan,027,nan,nan,0,u26a,012,0,A2,0,0,617.8875526157547,965.117859290439,0,14
376,1,nan,028,nan,nan,0,u26a,012,0,A2,0,0,897.5207547169812,45.276415094339626,0,1
376,2,nan,028,nan,nan,0,u26a,012,0,A2,1,1,790.9389204545455,96.82457386363636,0,2
376,3,nan,028,nan,nan,0,u26a,012,0,A2,0,0,173.5356762513312,143.2263045793397,0,3
376,4,nan,028,nan,nan,0,u26a,012,0,A2,1,1,874.7446280991736,146.05289256198347,0,4
376,5,nan,028,nan,nan,0,u26a,012,0,A2,1,1,624.7146005509642,190.29752066115702,0,5
376,6,nan,028,nan,nan,0,u26a,012,0,A2,1,1,691.2560553633218,273.53460207612454,0,6
376,7,nan,028,nan,nan,0,u26a,012,0,A2,1,1,798.7534857780256,285.9185722253207,0,7
376,8,nan,028,nan,nan,0,u26a,012,0,A2,1,1,158.86360520904728,311.0555174777245,0,8
376,9,nan,028,nan,nan,0,u26a,012,0,A2,1,1,81.285140562249,390.6298527443106,0,9
376,10,nan,028,nan,nan,0,u26a,012,0,A2,0,0,948.7520071364853,464.3550401427297,0,10
376,11,nan,028,nan,nan,0,u26a,012,0,A2,1,1,866.9547291835084,477.6006467259499,0,11
376,12,nan,028,nan,nan,0,u26a,012,0,A2,1,1,390.5499058380414,532.7598870056497,0,12
376,13,nan,028,nan,nan,0,u26a,012,0,A2,1,1,403.4859813084112,654.6065420560748,0,13
376,14,nan,028,nan,nan,0,u26a,012,0,A2,1,1,644.3991416309013,699.5593705293276,0,14
376,15,nan,028,nan,nan,0,u26a,012,0,A2,1,1,144.73099415204678,715.281537176274,0,15
376,16,nan,028,nan,nan,0,u26a,012,0,A2,1,1,191.12326283987915,804.6918429003022,0,16
376,17,nan,028,nan,nan,0,u26a,012,0,A2,1,1,614.9603064066853,843.9568245125348,0,17
376,18,nan,028,nan,nan,0,u26a,012,0,A2,1,1,756.8785310734463,921.4536723163842,0,18
376,19,nan,028,nan,nan,0,u26a,012,0,A2,0,0,189.03249336870027,947.5132625994695,0,19
377,1,nan,029,nan,nan,0,u26a,012,0,A2,0,0,197.7898832684825,32.54474708171206,0,1
377,2,nan,029,nan,nan,0,u26a,012,0,A2,0,0,619.5871757925072,71.47118155619597,0,2
377,3,nan,029,nan,nan,0,u26a,012,0,A2,1,1,761.6313680595306,148.7378362907842,0,3
377,4,nan,029,nan,nan,0,u26a,012,0,A2,1,1,193.89371980676327,175.1249137336094,0,4
377,5,nan,029,nan,nan,0,u26a,012,0,A2,1,1,862.8423379174852,252.71414538310412,0,5
377,6,nan,029,nan,nan,0,u26a,012,0,A2,1,1,57.91906005221932,286.45496083550916,0,6
377,7,nan,029,nan,nan,0,u26a,012,0,A2,1,1,640.6007816862088,312.4142936906756,0,7
377,8,nan,029,nan,nan,0,u26a,012,0,A2,1,1,395.74784339747845,312.3609820836098,0,8
377,9,nan,029,nan,nan,0,u26a,012,0,A2,1,1,324.6266586248492,422.2490952955368,0,9
377,10,nan,029,nan,nan,0,u26a,012,0,A2,1,1,400.31443569553807,475.13543307086616,0,10
377,11,nan,029,nan,nan,0,u26a,012,0,A2,1,1,547.0510486743174,499.44558765334386,0,11
377,12,nan,029,nan,nan,0,u26a,012,0,A2,1,1,233.81461675579322,495.15864527629236,0,12
377,13,nan,029,nan,nan,0,u26a,012,0,A2,1,1,663.0284552845528,635.9705284552846,0,13
377,14,nan,029,nan,nan,0,u26a,012,0,A2,0,0,97.44645608628659,645.3520801232665,0,14
377,15,nan,029,nan,nan,0,u26a,012,0,A2,1,1,537.2738853503184,754.7104806022004,0,15
377,16,nan,029,nan,nan,0,u26a,012,0,A2,1,1,714.1265690376569,827.2583682008368,0,16
377,17,nan,029,nan,nan,0,u26a,012,0,A2,1,1,505.02142857142854,907.439010989011,0,17
378,1,nan,030,nan,nan,0,u26a,012,0,A2,0,0,720.6131926121373,52.79630606860158,0,1
378,2,nan,030,nan,nan,0,u26a,012,0,A2,1,1,511.3120950323974,132.8488120950324,0,2
378,3,nan,030,nan,nan,0,u26a,012,0,A2,1,1,598.4089327146172,224.41299303944317,0,3
378,4,nan,030,nan,nan,0,u26a,012,0,A2,1,1,774.9209669920967,254.39562993956298,0,4
378,5,nan,030,nan,nan,0,u26a,012,0,A2,1,1,646.1106356968215,296.38997555012224,0,5
378,6,nan,030,nan,nan,0,u26a,012,0,A2,1,1,191.99171597633136,306.7905325443787,0,6
378,7,nan,030,nan,nan,0,u26a,012,0,A2,1,1,477.3668941979522,621.3464163822525,0,7
378,8,nan,030,nan,nan,0,u26a,012,0,A2,1,1,610.3247200689061,747.8036175710595,0,8
378,9,nan,030,nan,nan,0,u26a,012,0,A2,1,1,675.1998128217127,818.1347683668695,0,9
378,10,nan,030,nan,nan,0,u26a,012,0,A2,1,1,194.8209109730849,927.1138716356107,0,10
379,1,nan,031,nan,nan,0,u26a,012,0,A2,0,0,680.1235240690281,45.17983651226158,0,1
379,2,nan,031,nan,nan,0,u26a,012,0,A2,1,1,200.4606542882405,153.07515473032714,0,2
379,3,nan,031,nan,nan,0,u26a,012,0,A2,1,1,221.06847935548842,214.37260825780464,0,3
379,4,nan,031,nan,nan,0,u26a,012,0,A2,1,1,159.24907975460124,261.29754601226995,0,4
379,5,nan,031,nan,nan,0,u26a,012,0,A2,1,1,317.3725925925926,268.7866666666667,0,5
379,6,nan,031,nan,nan,0,u26a,012,0,A2,1,1,223.31771720613287,282.14480408858606,0,6
379,7,nan,031,nan,nan,0,u26a,012,0,A2,1,1,447.50700792199876,307.0006093845216,0,7
379,8,nan,031,nan,nan,0,u26a,012,0,A2,1,1,127.47993943981832,328.4133232399697,0,8
379,9,nan,031,nan,nan,0,u26a,012,0,A2,1,1,652.9087136929461,431.01327800829876,0,9
379,10,nan,031,nan,nan,0,u26a,012,0,A2,1,1,321.49440089585664,427.16853303471447,0,10
379,11,nan,031,nan,nan,0,u26a,012,0,A2,1,1,283.6554404145078,554.0809585492228,0,11
379,12,nan,031,nan,nan,0,u26a,012,0,A2,1,1,124.81060606060606,706.695707070707,0,12
379,13,nan,031,nan,nan,0,u26a,012,0,A2,1,1,561.9310160427807,715.4160427807486,0,13
379,14,nan,031,nan,nan,0,u26a,012,0,A2,1,1,676.0643745427944,712.4059985369422,0,14
379,15,nan,031,nan,nan,0,u26a,012,0,A2,1,1,782.7685352622061,760.4349005424955,0,15
379,16,nan,031,nan,nan,0,u26a,012,0,A2,1,1,457.87251243781094,766.9060945273632,0,16
379,17,nan,031,nan,nan,0,u26a,012,0,A2,1,1,104.26330076004344,795.8577633007601,0,17
379,18,nan,031,nan,nan,0,u26a,012,0,A2,0,0,678.1775302980675,836.2862757943006,0,18
379,19,nan,031,nan,nan,0,u26a,012,0,A2,0,0,360.14428739693756,949.293875147232,0,19
380,1,nan,032,nan,nan,0,u26a,012,0,A2,0,0,110.62295081967213,21.044949762030672,0,1
380,2,nan,032,nan,nan,0,u26a,012,0,A2,0,0,684.4935815147625,61.89602053915276,0,2
380,3,nan,032,nan,nan,0,u26a,012,0,A2,1,1,366.64516129032256,174.73514431239389,0,3
380,4,nan,032,nan,nan,0,u26a,012,0,A2,1,1,901.2076502732241,206.64959016393442,0,4
380,5,nan,032,nan,nan,0,u26a,012,0,A2,1,1,783.9789569990851,297.33257090576393,0,5
380,6,nan,032,nan,nan,0,u26a,012,0,A2,1,1,926.4964068546158,384.83913764510777,0,6
380,7,nan,032,nan,nan,0,u26a,012,0,A2,1,1,790.8122270742358,423.5938864628821,0,7
380,8,nan,032,nan,nan,0,u26a,012,0,A2,0,0,95.11728253385357,531.5432637135643,0,8
380,9,nan,032,nan,nan,0,u26a,012,0,A2,0,0,846.1482309124767,537.2256983240223,0,9
380,10,nan,032,nan,nan,0,u26a,012,0,A2,0,0,103.97533206831119,702.9582542694498,0,10
380,11,nan,032,nan,nan,0,u26a,012,0,A2,1,1,762.9924962481241,739.1895947973987,0,11
380,12,nan,032,nan,nan,0,u26a,012,0,A2,1,1,327.76446700507614,767.8746192893401,0,12
380,13,nan,032,nan,nan,0,u26a,012,0,A2,1,1,409.8185840707965,796.9900442477876,0,13
380,14,nan,032,nan,nan,0,u26a,012,0,A2,1,1,208.23916349809886,868.3790874524715,0,14
380,15,nan,032,nan,nan,0,u26a,012,0,A2,1,1,888.9195075757576,965.4261363636364,0,15
381,1,nan,033,nan,nan,0,u26a,012,0,A2,0,0,212.79668508287293,95.9255985267035,0,1
381,2,nan,033,nan,nan,0,u26a,012,0,A2,1,1,893.2012635379061,192.7265342960289,0,2
381,3,nan,033,nan,nan,0,u26a,012,0,A2,1,1,594.6192101413944,257.2944904924427,0,3
381,4,nan,033,nan,nan,0,u26a,012,0,A2,1,1,788.993490642799,289.386493083808,0,4
381,5,nan,033,nan,nan,0,u26a,012,0,A2,0,0,33.13621103117506,309.23069544364506,0,5
381,6,nan,033,nan,nan,0,u26a,012,0,A2,1,1,710.1240369799692,342.5431432973806,0,6
381,7,nan,033,nan,nan,0,u26a,012,0,A2,1,1,126.99255247122545,375.9174001354096,0,7
381,8,nan,033,nan,nan,0,u26a,012,0,A2,0,0,60.944729344729346,378.5726495726496,0,8
381,9,nan,033,nan,nan,0,u26a,012,0,A2,1,1,678.4588744588744,425.15223665223664,0,9
381,10,nan,033,nan,nan,0,u26a,012,0,A2,1,1,892.4957212713937,437.3887530562347,0,10
381,11,nan,033,nan,nan,0,u26a,012,0,A2,1,1,498.6679104477612,432.6626865671642,0,11
381,12,nan,033,nan,nan,0,u26a,012,0,A2,1,1,667.9401309635173,561.0247895229186,0,12
381,13,nan,033,nan,nan,0,u26a,012,0,A2,1,1,402.7656116338751,562.639863130881,0,13
381,14,nan,033,nan,nan,0,u26a,012,0,A2,0,0,21.665024630541872,605.9943701618579,0,14
381,15,nan,033,nan,nan,0,u26a,012,0,A2,1,1,954.4679487179487,616.7250712250712,0,15
381,16,nan,033,nan,nan,0,u26a,012,0,A2,1,1,840.0594202898551,630.0173913043478,0,16
381,17,nan,033,nan,nan,0,u26a,012,0,A2,1,1,785.6860986547085,660.2817638266068,0,17
381,18,nan,033,nan,nan,0,u26a,012,0,A2,1,1,419.4100169779287,662.6969439728354,0,18
381,19,nan,033,nan,nan,0,u26a,012,0,A2,1,1,939.3556116015133,761.2465321563682,0,19
381,20,nan,033,nan,nan,0,u26a,012,0,A2,1,1,540.6902834008097,767.5688259109312,0,20
381,21,nan,033,nan,nan,0,u26a,012,0,A2,0,0,744.6425052779732,860.670654468684,0,21
381,22,nan,033,nan,nan,0,u26a,012,0,A2,1,1,905.4417441029307,905.0557541100786,0,22
381,23,nan,033,nan,nan,0,u26a,012,0,A2,0,0,233.629375,922.82875,0,23
381,24,nan,033,nan,nan,0,u26a,012,0,A2,0,0,597.0414250207125,931.5874067937034,0,24
381,25,nan,033,nan,nan,0,u26a,012,0,A2,1,1,440.5327812284334,931.3146997929607,0,25
381,26,nan,033,nan,nan,0,u26a,012,0,A2,0,0,113.65970961887477,968.8593466424683,0,26
382,1,nan,034,nan,nan,0,u26a,012,0,A2,1,1,750.8289738430584,86.3963782696177,0,1
382,2,nan,034,nan,nan,0,u26a,012,0,A2,1,1,911.6299052774019,130.4702300405954,0,2
382,3,nan,034,nan,nan,0,u26a,012,0,A2,0,0,239.9561351511559,148.42620035566094,0,3
382,4,nan,034,nan,nan,0,u26a,012,0,A2,1,1,603.1327014218009,157.2693522906793,0,4
382,5,nan,034,nan,nan,0,u26a,012,0,A2,1,1,447.0637898686679,157.0462789243277,0,5
382,6,nan,034,nan,nan,0,u26a,012,0,A2,1,1,120.19868095630667,194.53833470733719,0,6
382,7,nan,034,nan,nan,0,u26a,012,0,A2,1,1,413.1937765205092,242.1817538896747,0,7
382,8,nan,034,nan,nan,0,u26a,012,0,A2,0,0,117.55059760956175,249.0199203187251,0,8
382,9,nan,034,nan,nan,0,u26a,012,0,A2,1,1,323.16307277628033,311.84703504043125,0,9
382,10,nan,034,nan,nan,0,u26a,012,0,A2,0,0,43.06943685073811,319.0809185347184,0,10
382,11,nan,034,nan,nan,0,u26a,012,0,A2,0,0,75.49318996415771,433.6114695340502,0,11
382,12,nan,034,nan,nan,0,u26a,012,0,A2,1,1,237.8803418803419,431.71581196581195,0,12
382,13,nan,034,nan,nan,0,u26a,012,0,A2,0,0,956.8473520249221,464.6876947040498,0,13
382,14,nan,034,nan,nan,0,u26a,012,0,A2,1,1,426.09334126040426,486.6129607609988,0,14
382,15,nan,034,nan,nan,0,u26a,012,0,A2,1,1,106.6940133037694,509.82557280118255,0,15
382,16,nan,034,nan,nan,0,u26a,012,0,A2,1,1,324.2546093064091,534.4477611940298,0,16
382,17,nan,034,nan,nan,0,u26a,012,0,A2,1,1,867.5668168168169,573.2417417417417,0,17
382,18,nan,034,nan,nan,0,u26a,012,0,A2,1,1,790.7136258660508,605.2817551963049,0,18
382,19,nan,034,nan,nan,0,u26a,012,0,A2,1,1,280.7351778656126,661.953133822699,0,19
382,20,nan,034,nan,nan,0,u26a,012,0,A2,1,1,209.08419421487602,662.5893595041322,0,20
382,21,nan,034,nan,nan,0,u26a,012,0,A2,1,1,908.2014446227929,662.8675762439807,0,21
382,22,nan,034,nan,nan,0,u26a,012,0,A2,0,0,61.92780748663102,857.6651069518716,0,22
382,23,nan,034,nan,nan,0,u26a,012,0,A2,1,1,412.7730192719486,897.0435403283369,0,23
382,24,nan,034,nan,nan,0,u26a,012,0,A2,0,0,503.84945397815915,935.798751950078,0,24
382,25,nan,034,nan,nan,0,u26a,012,0,A2,1,1,139.97133220910624,941.1256323777403,0,25
382,26,nan,034,nan,nan,0,u26a,012,0,A2,0,0,307.767987065481,976.7413096200485,0,26
383,1,nan,035,nan,nan,0,u26a,012,0,A2,0,0,66.60785619174435,85.12383488681758,0,1
383,2,nan,035,nan,nan,0,u26a,012,0,A2,1,1,417.41678224687934,124.76352288488211,0,2
383,3,nan,035,nan,nan,0,u26a,012,0,A2,1,1,508.4102178812923,163.473328324568,0,3
383,4,nan,035,nan,nan,0,u26a,012,0,A2,1,1,144.78956089478044,168.6851698425849,0,4
383,5,nan,035,nan,nan,0,u26a,012,0,A2,1,1,312.4782264449723,204.44259699129057,0,5
383,6,nan,035,nan,nan,0,u26a,012,0,A2,1,1,855.1494505494505,228.43571428571428,0,6
383,7,nan,035,nan,nan,0,u26a,012,0,A2,1,1,431.5128404669261,253.23035019455253,0,7
383,8,nan,035,nan,nan,0,u26a,012,0,A2,0,0,71.57736516357205,256.4659593280283,0,8
383,9,nan,035,nan,nan,0,u26a,012,0,A2,1,1,470.7283192632387,290.94551036070607,0,9
383,10,nan,035,nan,nan,0,u26a,012,0,A2,1,1,875.0718015665797,320.8335509138381,0,10
383,11,nan,035,nan,nan,0,u26a,012,0,A2,1,1,518.8320557491289,356.90313588850177,0,11
383,12,nan,035,nan,nan,0,u26a,012,0,A2,1,1,690.743922204214,506.9519178822258,0,12
383,13,nan,035,nan,nan,0,u26a,012,0,A2,1,1,601.5409064155385,578.9599764567392,0,13
383,14,nan,035,nan,nan,0,u26a,012,0,A2,1,1,317.8579928599762,602.2645775485918,0,14
383,15,nan,035,nan,nan,0,u26a,012,0,A2,1,1,194.9971870604782,643.1003281762776,0,15
383,16,nan,035,nan,nan,0,u26a,012,0,A2,1,1,494.2883858267717,691.5905511811023,0,16
383,17,nan,035,nan,nan,0,u26a,012,0,A2,1,1,455.80173243503367,703.3503368623676,0,17
383,18,nan,035,nan,nan,0,u26a,012,0,A2,0,0,118.11168224299065,715.7140186915888,0,18
383,19,nan,035,nan,nan,0,u26a,012,0,A2,1,1,313.78479532163743,751.0830409356726,0,19
383,20,nan,035,nan,nan,0,u26a,012,0,A2,0,0,962.8696563285835,799.336127409891,0,20
383,21,nan,035,nan,nan,0,u26a,012,0,A2,1,1,457.6380266075388,838.3592017738359,0,21
383,22,nan,035,nan,nan,0,u26a,012,0,A2,1,1,825.9272603670972,877.6995241332427,0,22
383,23,nan,035,nan,nan,0,u26a,012,0,A2,1,1,212.0879526977088,925.3141167775315,0,23
383,24,nan,035,nan,nan,0,u26a,012,0,A2,0,0,81.81674208144797,927.135294117647,0,24
383,25,nan,035,nan,nan,0,u26a,012,0,A2,0,0,869.1475290697674,969.0821220930233,0,25
383,26,nan,035,nan,nan,0,u26a,012,0,A2,0,0,415.3481104651163,965.8561046511628,0,26
384,1,nan,036,nan,nan,0,u26a,012,0,A2,1,1,463.8209909429941,63.12733084709643,0,1
384,2,nan,036,nan,nan,0,u26a,012,0,A2,1,1,832.1253246753247,102.1487012987013,0,2
384,3,nan,036,nan,nan,0,u26a,012,0,A2,1,1,218.8551401869159,149.58210947930573,0,3
384,4,nan,036,nan,nan,0,u26a,012,0,A2,0,0,88.29511034184335,151.48593682388577,0,4
384,5,nan,036,nan,nan,0,u26a,012,0,A2,1,1,875.2176917760885,193.42501727712508,0,5
384,6,nan,036,nan,nan,0,u26a,012,0,A2,1,1,421.7097855227882,190.2426273458445,0,6
384,7,nan,036,nan,nan,0,u26a,012,0,A2,1,1,282.57426900584795,239.87543859649122,0,7
384,8,nan,036,nan,nan,0,u26a,012,0,A2,1,1,528.7347494553377,299.6552287581699,0,8
384,9,nan,036,nan,nan,0,u26a,012,0,A2,1,1,364.4740040513167,363.1546252532073,0,9
384,10,nan,036,nan,nan,0,u26a,012,0,A2,1,1,306.50285248573755,508.58190709046454,0,10
384,11,nan,036,nan,nan,0,u26a,012,0,A2,1,1,207.41969596827494,519.7759418374092,0,11
384,12,nan,036,nan,nan,0,u26a,012,0,A2,1,1,81.50272727272727,537.040909090909,0,12
384,13,nan,036,nan,nan,0,u26a,012,0,A2,1,1,247.12358703843256,564.5290128108516,0,13
384,14,nan,036,nan,nan,0,u26a,012,0,A2,0,0,49.12618595825427,565.0825426944972,0,14
384,15,nan,036,nan,nan,0,u26a,012,0,A2,1,1,364.4887983706721,572.9399185336049,0,15
384,16,nan,036,nan,nan,0,u26a,012,0,A2,1,1,514.759375,628.6291666666667,0,16
384,17,nan,036,nan,nan,0,u26a,012,0,A2,1,1,664.2724776938916,633.4262182566919,0,17
384,18,nan,036,nan,nan,0,u26a,012,0,A2,1,1,461.2073394495413,653.2357798165137,0,18
384,19,nan,036,nan,nan,0,u26a,012,0,A2,1,1,403.1775259678942,666.8309726156751,0,19
