Channel_IllumActin,Channel_IllumDNA,Channel_IllummCh,Channel_OrigActin,Channel_OrigDNA,Channel_OrigmCh,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,FileName_IllumActin,FileName_IllumDNA,FileName_IllummCh,FileName_OrigActin,FileName_OrigDNA,FileName_OrigmCh,Frame_IllumActin,Frame_IllumDNA,Frame_IllummCh,Frame_OrigActin,Frame_OrigDNA,Frame_OrigmCh,Group_Index,Group_Number,Height_IllumActin,Height_IllumDNA,Height_IllummCh,Height_OrigActin,Height_OrigDNA,Height_OrigmCh,ImageNumber,ImageSet_ImageSet,MD5Digest_IllumActin,MD5Digest_IllumDNA,MD5Digest_IllummCh,MD5Digest_OrigActin,MD5Digest_OrigDNA,MD5Digest_OrigmCh,Metadata_Channel,Metadata_Col,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Row,Metadata_Series,Metadata_Well,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,PathName_IllumActin,PathName_IllumDNA,PathName_IllummCh,PathName_OrigActin,PathName_OrigDNA,PathName_OrigmCh,ProcessingStatus,Scaling_IllumActin,Scaling_IllumDNA,Scaling_IllummCh,Scaling_OrigActin,Scaling_OrigDNA,Scaling_OrigmCh,Series_IllumActin,Series_IllumDNA,Series_IllummCh,Series_OrigActin,Series_OrigDNA,Series_OrigmCh,URL_IllumActin,URL_IllumDNA,URL_IllummCh,URL_OrigActin,URL_OrigDNA,URL_OrigmCh,Width_IllumActin,Width_IllumDNA,Width_IllummCh,Width_OrigActin,Width_OrigDNA,Width_OrigmCh
-1,-1,-1,-1,-1,-1,0,0,2.5500000000000007,0,u26a-A2-center6x6_IllumActin_fitPoly_v1.npy,u26a-A2-center6x6_IllumDNA_fitPoly_v1.npy,u26a-A2-center6x6_IllummCh_fitPoly_v1.npy,u26a_20x1.0_acq1_A2-Pos_021_021_ch1.tif,u26a_20x1.0_acq1_A2-Pos_021_021_ch3.tif,u26a_20x1.0_acq1_A2-Pos_021_021_ch2.tif,0,0,0,0,0,0,1,1,1002,1002,1002,1002,1002,1002,1,eLsJR9uisxltBdGzxh5tBo02gwZ/gBpRPUDhjSpSq+ihk/GxNHWAjh9tQ9IiYMHOp3nQDu8mJZZgBTqe+oEKagrYAQB/Dqtv,73281754559c50eb880005b25bb9e234,c2159508638b933bf22890032d68bfa9,d2b2c547de7e72e5907f77d441690a90,2fce0d3a6fa22edd00acd4a7b6da4a86,d0b783025d9077726fe5adfcaa69822a,994a43f947e357167984da5e8a2f5c7b,nan,021,nan,0,u26a,021,0,A2,0,0,0,0,/Users/mansimehrotra/Desktop/Theriot/Images,/Users/mansimehrotra/Desktop/Theriot/Images,/Users/mansimehrotra/Desktop/Theriot/Images,/Users/mansimehrotra/Desktop/Theriot/Images,/Users/mansimehrotra/Desktop/Theriot/Images,/Users/mansimehrotra/Desktop/Theriot/Images,Done,1.0,1.0,1.0,65535,65535,65535,0,0,0,0,0,0,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a-A2-center6x6_IllumActin_fitPoly_v1.npy,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a-A2-center6x6_IllumDNA_fitPoly_v1.npy,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a-A2-center6x6_IllummCh_fitPoly_v1.npy,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a_20x1.0_acq1_A2-Pos_021_021_ch1.tif,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a_20x1.0_acq1_A2-Pos_021_021_ch3.tif,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a_20x1.0_acq1_A2-Pos_021_021_ch2.tif,1004,1004,1004,1004,1004,1004
-1,-1,-1,-1,-1,-1,0,0,2.8200000000000003,0,u26a-A2-center6x6_IllumActin_fitPoly_v1.npy,u26a-A2-center6x6_IllumDNA_fitPoly_v1.npy,u26a-A2-center6x6_IllummCh_fitPoly_v1.npy,u26a_20x1.0_acq1_A2-Pos_021_022_ch1.tif,u26a_20x1.0_acq1_A2-Pos_021_022_ch3.tif,u26a_20x1.0_acq1_A2-Pos_021_022_ch2.tif,0,0,0,0,0,0,2,1,1002,1002,1002,1002,1002,1002,2,eLsJR9uisxltBdEzBkebQTQI1NFmEJUD1IjqAQpvVJFaRQ+djI+lqQN0/GgbkhYBC3Y+zYN2eDcpsQQr0PHUD1RQU8AOAJAHq3I=,73281754559c50eb880005b25bb9e234,c2159508638b933bf22890032d68bfa9,d2b2c547de7e72e5907f77d441690a90,5c7068257de6d71efeed0d8a4b990df9,559c5ea8de71103ea24bc70e27a30f80,c02d942b71ea0f35196910dd24dd55d6,nan,022,nan,0,u26a,021,0,A2,0,0,0,0,/Users/mansimehrotra/Desktop/Theriot/Images,/Users/mansimehrotra/Desktop/Theriot/Images,/Users/mansimehrotra/Desktop/Theriot/Images,/Users/mansimehrotra/Desktop/Theriot/Images,/Users/mansimehrotra/Desktop/Theriot/Images,/Users/mansimehrotra/Desktop/Theriot/Images,Done,1.0,1.0,1.0,65535,65535,65535,0,0,0,0,0,0,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a-A2-center6x6_IllumActin_fitPoly_v1.npy,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a-A2-center6x6_IllumDNA_fitPoly_v1.npy,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a-A2-center6x6_IllummCh_fitPoly_v1.npy,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a_20x1.0_acq1_A2-Pos_021_022_ch1.tif,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a_20x1.0_acq1_A2-Pos_021_022_ch3.tif,file:/Users/mansimehrotra/Desktop/Theriot/Images/u26a_20x1.0_acq1_A2-Pos_021_022_ch2.tif,1004,1004,1004,1004,1004,1004
