A1	19	0
A1	20	0
A1	21	0
A1	22	0
A1	23	0
A1	24	0
A1	25	0
A1	26	0
A1	27	0
A1	28	0
A1	31	1
A1	30	1
A1	29	1
A1	28	1
A1	27	1
A1	26	1
A1	25	1
A1	24	1
A1	23	1
A1	22	1
A1	21	1
A1	20	1
A1	19	1
A1	18	1
A1	17	1
A1	16	1
A1	13	2
A1	14	2
A1	15	2
A1	16	2
A1	17	2
A1	18	2
A1	19	2
A1	20	2
A1	21	2
A1	22	2
A1	23	2
A1	24	2
A1	25	2
A1	26	2
A1	27	2
A1	28	2
A1	29	2
A1	30	2
A1	31	2
A1	32	2
A1	33	2
A1	34	2
A1	35	3
A1	34	3
A1	33	3
A1	32	3
A1	31	3
A1	30	3
A1	29	3
A1	28	3
A1	27	3
A1	26	3
A1	25	3
A1	24	3
A1	23	3
A1	22	3
A1	21	3
A1	20	3
A1	19	3
A1	18	3
A1	17	3
A1	16	3
A1	15	3
A1	14	3
A1	13	3
A1	12	3
A1	10	4
A1	11	4
A1	12	4
A1	13	4
A1	14	4
A1	15	4
A1	16	4
A1	17	4
A1	18	4
A1	19	4
A1	20	4
A1	21	4
A1	22	4
A1	23	4
A1	24	4
A1	25	4
A1	26	4
A1	27	4
A1	28	4
A1	29	4
A1	30	4
A1	31	4
A1	32	4
A1	33	4
A1	34	4
A1	35	4
A1	36	4
A1	37	4
A1	38	5
A1	37	5
A1	36	5
A1	35	5
A1	34	5
A1	33	5
A1	32	5
A1	31	5
A1	30	5
A1	29	5
A1	28	5
A1	27	5
A1	26	5
A1	25	5
A1	24	5
A1	23	5
A1	22	5
A1	21	5
A1	20	5
A1	19	5
A1	18	5
A1	17	5
A1	16	5
A1	15	5
A1	14	5
A1	13	5
A1	12	5
A1	11	5
A1	10	5
A1	9	5
A1	8	6
A1	9	6
A1	10	6
A1	11	6
A1	12	6
A1	13	6
A1	14	6
A1	15	6
A1	16	6
A1	17	6
A1	18	6
A1	19	6
A1	20	6
A1	21	6
A1	22	6
A1	23	6
A1	24	6
A1	25	6
A1	26	6
A1	27	6
A1	28	6
A1	29	6
A1	30	6
A1	31	6
A1	32	6
A1	33	6
A1	34	6
A1	35	6
A1	36	6
A1	37	6
A1	38	6
A1	39	6
A1	40	7
A1	39	7
A1	38	7
A1	37	7
A1	36	7
A1	35	7
A1	34	7
A1	33	7
A1	32	7
A1	31	7
A1	30	7
A1	29	7
A1	28	7
A1	27	7
A1	26	7
A1	25	7
A1	24	7
A1	23	7
A1	22	7
A1	21	7
A1	20	7
A1	19	7
A1	18	7
A1	17	7
A1	16	7
A1	15	7
A1	14	7
A1	13	7
A1	12	7
A1	11	7
A1	10	7
A1	9	7
A1	8	7
A1	7	7
A1	6	8
A1	7	8
A1	8	8
A1	9	8
A1	10	8
A1	11	8
A1	12	8
A1	13	8
A1	14	8
A1	15	8
A1	16	8
A1	17	8
A1	18	8
A1	19	8
A1	20	8
A1	21	8
A1	22	8
A1	23	8
A1	24	8
A1	25	8
A1	26	8
A1	27	8
A1	28	8
A1	29	8
A1	30	8
A1	31	8
A1	32	8
A1	33	8
A1	34	8
A1	35	8
A1	36	8
A1	37	8
A1	38	8
A1	39	8
A1	40	8
A1	41	8
A1	42	9
A1	41	9
A1	40	9
A1	39	9
A1	38	9
A1	37	9
A1	36	9
A1	35	9
A1	34	9
A1	33	9
A1	32	9
A1	31	9
A1	30	9
A1	29	9
A1	28	9
A1	27	9
A1	26	9
A1	25	9
A1	24	9
A1	23	9
A1	22	9
A1	21	9
A1	20	9
A1	19	9
A1	18	9
A1	17	9
A1	16	9
A1	15	9
A1	14	9
A1	13	9
A1	12	9
A1	11	9
A1	10	9
A1	9	9
A1	8	9
A1	7	9
A1	6	9
A1	6	10
A1	7	10
A1	8	10
A1	9	10
A1	10	10
A1	11	10
A1	12	10
A1	13	10
A1	14	10
A1	15	10
A1	16	10
A1	17	10
A1	18	10
A1	19	10
A1	20	10
A1	21	10
A1	22	10
A1	23	10
A1	24	10
A1	25	10
A1	26	10
A1	27	10
A1	28	10
A1	29	10
A1	30	10
A1	31	10
A1	32	10
A1	33	10
A1	34	10
A1	35	10
A1	36	10
A1	37	10
A1	38	10
A1	39	10
A1	40	10
A1	41	10
A1	42	10
A1	43	10
A1	43	11
A1	42	11
A1	41	11
A1	40	11
A1	39	11
A1	38	11
A1	37	11
A1	36	11
A1	35	11
A1	34	11
A1	33	11
A1	32	11
A1	31	11
A1	30	11
A1	29	11
A1	28	11
A1	27	11
A1	26	11
A1	25	11
A1	24	11
A1	23	11
A1	22	11
A1	21	11
A1	20	11
A1	19	11
A1	18	11
A1	17	11
A1	16	11
A1	15	11
A1	14	11
A1	13	11
A1	12	11
A1	11	11
A1	10	11
A1	9	11
A1	8	11
A1	7	11
A1	6	11
A1	6	12
A1	7	12
A1	8	12
A1	9	12
A1	10	12
A1	11	12
A1	12	12
A1	13	12
A1	14	12
A1	15	12
A1	16	12
A1	17	12
A1	18	12
A1	19	12
A1	20	12
A1	21	12
A1	22	12
A1	23	12
A1	24	12
A1	25	12
A1	26	12
A1	27	12
A1	28	12
A1	29	12
A1	30	12
A1	31	12
A1	32	12
A1	33	12
A1	34	12
A1	35	12
A1	36	12
A1	37	12
A1	38	12
A1	39	12
A1	40	12
A1	41	12
A1	42	12
A1	43	12
A1	44	12
A1	45	13
A1	44	13
A1	43	13
A1	42	13
A1	41	13
A1	40	13
A1	39	13
A1	38	13
A1	37	13
A1	36	13
A1	35	13
A1	34	13
A1	33	13
A1	32	13
A1	31	13
A1	30	13
A1	29	13
A1	28	13
A1	27	13
A1	26	13
A1	25	13
A1	24	13
A1	23	13
A1	22	13
A1	21	13
A1	20	13
A1	19	13
A1	18	13
A1	17	13
A1	16	13
A1	15	13
A1	14	13
A1	13	13
A1	12	13
A1	11	13
A1	10	13
A1	9	13
A1	8	13
A1	7	13
A1	6	13
A1	6	14
A1	7	14
A1	8	14
A1	9	14
A1	10	14
A1	11	14
A1	12	14
A1	13	14
A1	14	14
A1	15	14
A1	16	14
A1	17	14
A1	18	14
A1	19	14
A1	20	14
A1	21	14
A1	22	14
A1	23	14
A1	24	14
A1	25	14
A1	26	14
A1	27	14
A1	28	14
A1	29	14
A1	30	14
A1	31	14
A1	32	14
A1	33	14
A1	34	14
A1	35	14
A1	36	14
A1	37	14
A1	38	14
A1	39	14
A1	40	14
A1	41	14
A1	42	14
A1	43	14
A1	44	14
A1	45	14
A1	45	15
A1	44	15
A1	43	15
A1	42	15
A1	41	15
A1	40	15
A1	39	15
A1	38	15
A1	37	15
A1	36	15
A1	35	15
A1	34	15
A1	33	15
A1	32	15
A1	31	15
A1	30	15
A1	29	15
A1	28	15
A1	27	15
A1	26	15
A1	25	15
A1	24	15
A1	23	15
A1	22	15
A1	21	15
A1	20	15
A1	19	15
A1	18	15
A1	17	15
A1	16	15
A1	15	15
A1	14	15
A1	13	15
A1	12	15
A1	11	15
A1	10	15
A1	9	15
A1	8	15
A1	7	15
A1	6	15
A1	6	16
A1	7	16
A1	8	16
A1	9	16
A1	10	16
A1	11	16
A1	12	16
A1	13	16
A1	14	16
A1	15	16
A1	16	16
A1	17	16
A1	18	16
A1	19	16
A1	20	16
A1	21	16
A1	22	16
A1	23	16
A1	24	16
A1	25	16
A1	26	16
A1	27	16
A1	28	16
A1	29	16
A1	30	16
A1	31	16
A1	32	16
A1	33	16
A1	34	16
A1	35	16
A1	36	16
A1	37	16
A1	38	16
A1	39	16
A1	40	16
A1	41	16
A1	42	16
A1	43	16
A1	44	16
A1	45	16
A1	46	16
A1	46	17
A1	45	17
A1	44	17
A1	43	17
A1	42	17
A1	41	17
A1	40	17
A1	39	17
A1	38	17
A1	37	17
A1	36	17
A1	35	17
A1	34	17
A1	33	17
A1	32	17
A1	31	17
A1	30	17
A1	29	17
A1	28	17
A1	27	17
A1	26	17
A1	25	17
A1	24	17
A1	23	17
A1	22	17
A1	21	17
A1	20	17
A1	19	17
A1	18	17
A1	17	17
A1	16	17
A1	15	17
A1	14	17
A1	13	17
A1	12	17
A1	11	17
A1	10	17
A1	9	17
A1	8	17
A1	7	17
A1	6	17
A1	6	18
A1	7	18
A1	8	18
A1	9	18
A1	10	18
A1	11	18
A1	12	18
A1	13	18
A1	14	18
A1	15	18
A1	16	18
A1	17	18
A1	18	18
A1	19	18
A1	20	18
A1	21	18
A1	22	18
A1	23	18
A1	24	18
A1	25	18
A1	26	18
A1	27	18
A1	28	18
A1	29	18
A1	30	18
A1	31	18
A1	32	18
A1	33	18
A1	34	18
A1	35	18
A1	36	18
A1	37	18
A1	38	18
A1	39	18
A1	40	18
A1	41	18
A1	42	18
A1	43	18
A1	44	18
A1	45	18
A1	46	18
A1	47	19
A1	46	19
A1	45	19
A1	44	19
A1	43	19
A1	42	19
A1	41	19
A1	40	19
A1	39	19
A1	38	19
A1	37	19
A1	36	19
A1	35	19
A1	34	19
A1	33	19
A1	32	19
A1	31	19
A1	30	19
A1	29	19
A1	28	19
A1	27	19
A1	26	19
A1	25	19
A1	24	19
A1	23	19
A1	22	19
A1	21	19
A1	20	19
A1	19	19
A1	18	19
A1	17	19
A1	16	19
A1	15	19
A1	14	19
A1	13	19
A1	12	19
A1	11	19
A1	10	19
A1	9	19
A1	8	19
A1	7	19
A1	6	19
A1	6	20
A1	7	20
A1	8	20
A1	9	20
A1	10	20
A1	11	20
A1	12	20
A1	13	20
A1	14	20
A1	15	20
A1	16	20
A1	17	20
A1	18	20
A1	19	20
A1	20	20
A1	21	20
A1	22	20
A1	23	20
A1	24	20
A1	25	20
A1	26	20
A1	27	20
A1	28	20
A1	29	20
A1	30	20
A1	31	20
A1	32	20
A1	33	20
A1	34	20
A1	35	20
A1	36	20
A1	37	20
A1	38	20
A1	39	20
A1	40	20
A1	41	20
A1	42	20
A1	43	20
A1	44	20
A1	45	20
A1	46	20
A1	47	20
A1	47	21
A1	46	21
A1	45	21
A1	44	21
A1	43	21
A1	42	21
A1	41	21
A1	40	21
A1	39	21
A1	38	21
A1	37	21
A1	36	21
A1	35	21
A1	34	21
A1	33	21
A1	32	21
A1	31	21
A1	30	21
A1	29	21
A1	28	21
A1	27	21
A1	26	21
A1	25	21
A1	24	21
A1	23	21
A1	22	21
A1	21	21
A1	20	21
A1	19	21
A1	18	21
A1	17	21
A1	16	21
A1	15	21
A1	14	21
A1	13	21
A1	12	21
A1	11	21
A1	10	21
A1	9	21
A1	8	21
A1	7	21
A1	6	21
A1	6	22
A1	7	22
A1	8	22
A1	9	22
A1	10	22
A1	11	22
A1	12	22
A1	13	22
A1	14	22
A1	15	22
A1	16	22
A1	17	22
A1	18	22
A1	19	22
A1	20	22
A1	21	22
A1	22	22
A1	23	22
A1	24	22
A1	25	22
A1	26	22
A1	27	22
A1	28	22
A1	29	22
A1	30	22
A1	31	22
A1	32	22
A1	33	22
A1	34	22
A1	35	22
A1	36	22
A1	37	22
A1	38	22
A1	39	22
A1	40	22
A1	41	22
A1	42	22
A1	43	22
A1	44	22
A1	45	22
A1	46	22
A1	47	22
A1	47	23
A1	46	23
A1	45	23
A1	44	23
A1	43	23
A1	42	23
A1	41	23
A1	40	23
A1	39	23
A1	38	23
A1	37	23
A1	36	23
A1	35	23
A1	34	23
A1	33	23
A1	32	23
A1	31	23
A1	30	23
A1	29	23
A1	28	23
A1	27	23
A1	26	23
A1	25	23
A1	24	23
A1	23	23
A1	22	23
A1	21	23
A1	20	23
A1	19	23
A1	18	23
A1	17	23
A1	16	23
A1	15	23
A1	14	23
A1	13	23
A1	12	23
A1	11	23
A1	10	23
A1	9	23
A1	8	23
A1	7	23
A1	6	23
A1	6	24
A1	7	24
A1	8	24
A1	9	24
A1	10	24
A1	11	24
A1	12	24
A1	13	24
A1	14	24
A1	15	24
A1	16	24
A1	17	24
A1	18	24
A1	19	24
A1	20	24
A1	21	24
A1	22	24
A1	23	24
A1	24	24
A1	25	24
A1	26	24
A1	27	24
A1	28	24
A1	29	24
A1	30	24
A1	31	24
A1	32	24
A1	33	24
A1	34	24
A1	35	24
A1	36	24
A1	37	24
A1	38	24
A1	39	24
A1	40	24
A1	41	24
A1	42	24
A1	43	24
A1	44	24
A1	45	24
A1	46	24
A1	47	24
A1	47	25
A1	46	25
A1	45	25
A1	44	25
A1	43	25
A1	42	25
A1	41	25
A1	40	25
A1	39	25
A1	38	25
A1	37	25
A1	36	25
A1	35	25
A1	34	25
A1	33	25
A1	32	25
A1	31	25
A1	30	25
A1	29	25
A1	28	25
A1	27	25
A1	26	25
A1	25	25
A1	24	25
A1	23	25
A1	22	25
A1	21	25
A1	20	25
A1	19	25
A1	18	25
A1	17	25
A1	16	25
A1	15	25
A1	14	25
A1	13	25
A1	12	25
A1	11	25
A1	10	25
A1	9	25
A1	8	25
A1	7	25
A1	6	25
A1	6	26
A1	7	26
A1	8	26
A1	9	26
A1	10	26
A1	11	26
A1	12	26
A1	13	26
A1	14	26
A1	15	26
A1	16	26
A1	17	26
A1	18	26
A1	19	26
A1	20	26
A1	21	26
A1	22	26
A1	23	26
A1	24	26
A1	25	26
A1	26	26
A1	27	26
A1	28	26
A1	29	26
A1	30	26
A1	31	26
A1	32	26
A1	33	26
A1	34	26
A1	35	26
A1	36	26
A1	37	26
A1	38	26
A1	39	26
A1	40	26
A1	41	26
A1	42	26
A1	43	26
A1	44	26
A1	45	26
A1	46	26
A1	47	26
A1	47	27
A1	46	27
A1	45	27
A1	44	27
A1	43	27
A1	42	27
A1	41	27
A1	40	27
A1	39	27
A1	38	27
A1	37	27
A1	36	27
A1	35	27
A1	34	27
A1	33	27
A1	32	27
A1	31	27
A1	30	27
A1	29	27
A1	28	27
A1	27	27
A1	26	27
A1	25	27
A1	24	27
A1	23	27
A1	22	27
A1	21	27
A1	20	27
A1	19	27
A1	18	27
A1	17	27
A1	16	27
A1	15	27
A1	14	27
A1	13	27
A1	12	27
A1	11	27
A1	10	27
A1	9	27
A1	8	27
A1	7	27
A1	6	27
A1	6	28
A1	7	28
A1	8	28
A1	9	28
A1	10	28
A1	11	28
A1	12	28
A1	13	28
A1	14	28
A1	15	28
A1	16	28
A1	17	28
A1	18	28
A1	19	28
A1	20	28
A1	21	28
A1	22	28
A1	23	28
A1	24	28
A1	25	28
A1	26	28
A1	27	28
A1	28	28
A1	29	28
A1	30	28
A1	31	28
A1	32	28
A1	33	28
A1	34	28
A1	35	28
A1	36	28
A1	37	28
A1	38	28
A1	39	28
A1	40	28
A1	41	28
A1	42	28
A1	43	28
A1	44	28
A1	45	28
A1	46	28
A1	47	28
A1	46	29
A1	45	29
A1	44	29
A1	43	29
A1	42	29
A1	41	29
A1	40	29
A1	39	29
A1	38	29
A1	37	29
A1	36	29
A1	35	29
A1	34	29
A1	33	29
A1	32	29
A1	31	29
A1	30	29
A1	29	29
A1	28	29
A1	27	29
A1	26	29
A1	25	29
A1	24	29
A1	23	29
A1	22	29
A1	21	29
A1	20	29
A1	19	29
A1	18	29
A1	17	29
A1	16	29
A1	15	29
A1	14	29
A1	13	29
A1	12	29
A1	11	29
A1	10	29
A1	9	29
A1	8	29
A1	7	29
A1	6	29
A1	6	30
A1	7	30
A1	8	30
A1	9	30
A1	10	30
A1	11	30
A1	12	30
A1	13	30
A1	14	30
A1	15	30
A1	16	30
A1	17	30
A1	18	30
A1	19	30
A1	20	30
A1	21	30
A1	22	30
A1	23	30
A1	24	30
A1	25	30
A1	26	30
A1	27	30
A1	28	30
A1	29	30
A1	30	30
A1	31	30
A1	32	30
A1	33	30
A1	34	30
A1	35	30
A1	36	30
A1	37	30
A1	38	30
A1	39	30
A1	40	30
A1	41	30
A1	42	30
A1	43	30
A1	44	30
A1	45	30
A1	46	30
A1	46	31
A1	45	31
A1	44	31
A1	43	31
A1	42	31
A1	41	31
A1	40	31
A1	39	31
A1	38	31
A1	37	31
A1	36	31
A1	35	31
A1	34	31
A1	33	31
A1	32	31
A1	31	31
A1	30	31
A1	29	31
A1	28	31
A1	27	31
A1	26	31
A1	25	31
A1	24	31
A1	23	31
A1	22	31
A1	21	31
A1	20	31
A1	19	31
A1	18	31
A1	17	31
A1	16	31
A1	15	31
A1	14	31
A1	13	31
A1	12	31
A1	11	31
A1	10	31
A1	9	31
A1	8	31
A1	7	31
A1	6	31
A1	6	32
A1	7	32
A1	8	32
A1	9	32
A1	10	32
A1	11	32
A1	12	32
A1	13	32
A1	14	32
A1	15	32
A1	16	32
A1	17	32
A1	18	32
A1	19	32
A1	20	32
A1	21	32
A1	22	32
A1	23	32
A1	24	32
A1	25	32
A1	26	32
A1	27	32
A1	28	32
A1	29	32
A1	30	32
A1	31	32
A1	32	32
A1	33	32
A1	34	32
A1	35	32
A1	36	32
A1	37	32
A1	38	32
A1	39	32
A1	40	32
A1	41	32
A1	42	32
A1	43	32
A1	44	32
A1	45	32
A1	45	33
A1	44	33
A1	43	33
A1	42	33
A1	41	33
A1	40	33
A1	39	33
A1	38	33
A1	37	33
A1	36	33
A1	35	33
A1	34	33
A1	33	33
A1	32	33
A1	31	33
A1	30	33
A1	29	33
A1	28	33
A1	27	33
A1	26	33
A1	25	33
A1	24	33
A1	23	33
A1	22	33
A1	21	33
A1	20	33
A1	19	33
A1	18	33
A1	17	33
A1	16	33
A1	15	33
A1	14	33
A1	13	33
A1	12	33
A1	11	33
A1	10	33
A1	9	33
A1	8	33
A1	7	33
A1	6	33
A1	6	34
A1	7	34
A1	8	34
A1	9	34
A1	10	34
A1	11	34
A1	12	34
A1	13	34
A1	14	34
A1	15	34
A1	16	34
A1	17	34
A1	18	34
A1	19	34
A1	20	34
A1	21	34
A1	22	34
A1	23	34
A1	24	34
A1	25	34
A1	26	34
A1	27	34
A1	28	34
A1	29	34
A1	30	34
A1	31	34
A1	32	34
A1	33	34
A1	34	34
A1	35	34
A1	36	34
A1	37	34
A1	38	34
A1	39	34
A1	40	34
A1	41	34
A1	42	34
A1	43	34
A1	44	34
A1	45	34
A1	44	35
A1	43	35
A1	42	35
A1	41	35
A1	40	35
A1	39	35
A1	38	35
A1	37	35
A1	36	35
A1	35	35
A1	34	35
A1	33	35
A1	32	35
A1	31	35
A1	30	35
A1	29	35
A1	28	35
A1	27	35
A1	26	35
A1	25	35
A1	24	35
A1	23	35
A1	22	35
A1	21	35
A1	20	35
A1	19	35
A1	18	35
A1	17	35
A1	16	35
A1	15	35
A1	14	35
A1	13	35
A1	12	35
A1	11	35
A1	10	35
A1	9	35
A1	8	35
A1	7	35
A1	6	35
A1	6	36
A1	7	36
A1	8	36
A1	9	36
A1	10	36
A1	11	36
A1	12	36
A1	13	36
A1	14	36
A1	15	36
A1	16	36
A1	17	36
A1	18	36
A1	19	36
A1	20	36
A1	21	36
A1	22	36
A1	23	36
A1	24	36
A1	25	36
A1	26	36
A1	27	36
A1	28	36
A1	29	36
A1	30	36
A1	31	36
A1	32	36
A1	33	36
A1	34	36
A1	35	36
A1	36	36
A1	37	36
A1	38	36
A1	39	36
A1	40	36
A1	41	36
A1	42	36
A1	43	36
A1	43	37
A1	42	37
A1	41	37
A1	40	37
A1	39	37
A1	38	37
A1	37	37
A1	36	37
A1	35	37
A1	34	37
A1	33	37
A1	32	37
A1	31	37
A1	30	37
A1	29	37
A1	28	37
A1	27	37
A1	26	37
A1	25	37
A1	24	37
A1	23	37
A1	22	37
A1	21	37
A1	20	37
A1	19	37
A1	18	37
A1	17	37
A1	16	37
A1	15	37
A1	14	37
A1	13	37
A1	12	37
A1	11	37
A1	10	37
A1	9	37
A1	8	37
A1	7	37
A1	6	37
A1	6	38
A1	7	38
A1	8	38
A1	9	38
A1	10	38
A1	11	38
A1	12	38
A1	13	38
A1	14	38
A1	15	38
A1	16	38
A1	17	38
A1	18	38
A1	19	38
A1	20	38
A1	21	38
A1	22	38
A1	23	38
A1	24	38
A1	25	38
A1	26	38
A1	27	38
A1	28	38
A1	29	38
A1	30	38
A1	31	38
A1	32	38
A1	33	38
A1	34	38
A1	35	38
A1	36	38
A1	37	38
A1	38	38
A1	39	38
A1	40	38
A1	41	38
A1	42	38
A1	41	39
A1	40	39
A1	39	39
A1	38	39
A1	37	39
A1	36	39
A1	35	39
A1	34	39
A1	33	39
A1	32	39
A1	31	39
A1	30	39
A1	29	39
A1	28	39
A1	27	39
A1	26	39
A1	25	39
A1	24	39
A1	23	39
A1	22	39
A1	21	39
A1	20	39
A1	19	39
A1	18	39
A1	17	39
A1	16	39
A1	15	39
A1	14	39
A1	13	39
A1	12	39
A1	11	39
A1	10	39
A1	9	39
A1	8	39
A1	7	39
A1	6	39
A1	7	40
A1	8	40
A1	9	40
A1	10	40
A1	11	40
A1	12	40
A1	13	40
A1	14	40
A1	15	40
A1	16	40
A1	17	40
A1	18	40
A1	19	40
A1	20	40
A1	21	40
A1	22	40
A1	23	40
A1	24	40
A1	25	40
A1	26	40
A1	27	40
A1	28	40
A1	29	40
A1	30	40
A1	31	40
A1	32	40
A1	33	40
A1	34	40
A1	35	40
A1	36	40
A1	37	40
A1	38	40
A1	39	40
A1	40	40
A1	39	41
A1	38	41
A1	37	41
A1	36	41
A1	35	41
A1	34	41
A1	33	41
A1	32	41
A1	31	41
A1	30	41
A1	29	41
A1	28	41
A1	27	41
A1	26	41
A1	25	41
A1	24	41
A1	23	41
A1	22	41
A1	21	41
A1	20	41
A1	19	41
A1	18	41
A1	17	41
A1	16	41
A1	15	41
A1	14	41
A1	13	41
A1	12	41
A1	11	41
A1	10	41
A1	9	41
A1	8	41
A1	9	42
A1	10	42
A1	11	42
A1	12	42
A1	13	42
A1	14	42
A1	15	42
A1	16	42
A1	17	42
A1	18	42
A1	19	42
A1	20	42
A1	21	42
A1	22	42
A1	23	42
A1	24	42
A1	25	42
A1	26	42
A1	27	42
A1	28	42
A1	29	42
A1	30	42
A1	31	42
A1	32	42
A1	33	42
A1	34	42
A1	35	42
A1	36	42
A1	37	42
A1	38	42
A1	37	43
A1	36	43
A1	35	43
A1	34	43
A1	33	43
A1	32	43
A1	31	43
A1	30	43
A1	29	43
A1	28	43
A1	27	43
A1	26	43
A1	25	43
A1	24	43
A1	23	43
A1	22	43
A1	21	43
A1	20	43
A1	19	43
A1	18	43
A1	17	43
A1	16	43
A1	15	43
A1	14	43
A1	13	43
A1	12	43
A1	11	43
A1	10	43
A1	12	44
A1	13	44
A1	14	44
A1	15	44
A1	16	44
A1	17	44
A1	18	44
A1	19	44
A1	20	44
A1	21	44
A1	22	44
A1	23	44
A1	24	44
A1	25	44
A1	26	44
A1	27	44
A1	28	44
A1	29	44
A1	30	44
A1	31	44
A1	32	44
A1	33	44
A1	34	44
A1	35	44
A1	34	45
A1	33	45
A1	32	45
A1	31	45
A1	30	45
A1	29	45
A1	28	45
A1	27	45
A1	26	45
A1	25	45
A1	24	45
A1	23	45
A1	22	45
A1	21	45
A1	20	45
A1	19	45
A1	18	45
A1	17	45
A1	16	45
A1	15	45
A1	14	45
A1	13	45
A1	16	46
A1	17	46
A1	18	46
A1	19	46
A1	20	46
A1	21	46
A1	22	46
A1	23	46
A1	24	46
A1	25	46
A1	26	46
A1	27	46
A1	28	46
A1	29	46
A1	30	46
A1	31	46
A1	28	47
A1	27	47
A1	26	47
A1	25	47
A1	24	47
A1	23	47
A1	22	47
A1	21	47
A1	20	47
A1	19	47
A2	19	0
A2	20	0
A2	21	0
A2	22	0
A2	23	0
A2	24	0
A2	25	0
A2	26	0
A2	27	0
A2	28	0
A2	31	1
A2	30	1
A2	29	1
A2	28	1
A2	27	1
A2	26	1
A2	25	1
A2	24	1
A2	23	1
A2	22	1
A2	21	1
A2	20	1
A2	19	1
A2	18	1
A2	17	1
A2	16	1
A2	13	2
A2	14	2
A2	15	2
A2	16	2
A2	17	2
A2	18	2
